Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2017-11-07,5.238673686981201,5.260169421651657,5.190000791385477,5.2021072811404645,427700000
2017-11-08,5.167764186859131,5.237932816308877,5.120326445947233,5.2342264114503685,522988000
2017-11-09,5.072886943817139,5.097841197671568,4.950586453404714,5.0716517900137195,978564000
2017-11-10,5.3402204513549805,5.402729803599484,5.228790797952123,5.264616392405979,1253256000
2017-11-13,5.253498077392578,5.365668539563284,5.2381795279764605,5.340220407310167,582376000
2017-11-14,5.291794776916504,5.307113328640442,5.2189084235545735,5.262640235571731,529292000
2017-11-15,5.188022613525391,5.237931593527172,5.134161235520881,5.2366959684451215,501948000
2017-11-16,5.228296756744385,5.292288674591573,5.219402327382735,5.262145918140411,441768000
2017-11-17,5.222118854522705,5.32070072105653,5.207047715355063,5.28536947697987,515664000
2017-11-20,5.2893218994140625,5.301428384452223,5.200869629436536,5.2376834287629705,396100000
2017-11-21,5.337996006011963,5.349608620766741,5.297229328607871,5.329101578169999,399176000
2017-11-22,5.314013481140137,5.365193152713851,5.28137729185322,5.365193152713851,356640000
2017-11-24,5.3642048835754395,5.365194259341222,5.305855292416325,5.3303326752204,180752000
2017-11-27,5.294480800628662,5.374093461458703,5.291266509182589,5.372857449445769,422896000
2017-11-28,5.209676265716553,5.309068424112533,5.1486070835026965,5.299673129034991,512752000
2017-11-29,4.8563642501831055,5.195088095433259,4.728044429842068,5.192368492029045,1396788000
2017-11-30,4.962432861328125,5.011140041542623,4.862052260268358,4.925099256874031,823768000
2017-12-01,4.887519359588623,4.948094347757766,4.758705256791806,4.9278201584453605,811548000
2017-12-04,4.615055084228516,4.952295869089205,4.561650495794354,4.94611439384774,1240844000
2017-12-05,4.641756534576416,4.764389567829343,4.464730018781901,4.509728207697729,981488000
2017-12-06,4.6793389320373535,4.7010962364242666,4.570056779114417,4.59131986725412,467032000
2017-12-07,4.746835231781006,4.786641795563025,4.700600557078459,4.746093435986274,542600000
2017-12-08,4.73447322845459,4.815816584140031,4.726066838217135,4.796778416279813,466876000
2017-12-11,4.8128509521484375,4.815818136285179,4.732744054163029,4.748567464290847,372748000
2017-12-12,4.7184014320373535,4.792574868243403,4.6949134366078855,4.769333980843028,455016000
2017-12-13,4.6031880378723145,4.760682224771607,4.595770549330678,4.7594462124715475,554280000
2017-12-14,4.610356330871582,4.681315484484455,4.564121658818408,4.5967578424347355,438164000
